name,0,1,2,3,4,5,6,7,8,9,Mean_nk,Std_nk
rico,0.535,,,,,,,,,,0.535,0.0
seq2seq,0.549,0.532,0.548,0.559,0.539,0.519,0.544,0.514,0.563,0.572,0.5439,0.017620726432244486
tree,0.638,0.644,0.635,0.622,0.63,0.646,0.638,0.645,0.635,0.625,0.6358,0.0077948701079620375
conv_se,0.611,0.609,0.581,0.549,0.593,0.607,0.6,0.596,0.6,0.608,0.5953999999999999,0.017692936443677164
conv_re,0.507,0.435,0.469,0.472,0.461,0.468,0.46,0.473,0.449,0.484,0.4678,0.018389127222356146
rico_seq2seq_add,0.576,0.553,0.589,0.578,0.554,0.564,0.572,0.529,0.586,0.613,0.5714,0.02193718304614335
rico_seq2seq_cat,0.571,0.572,0.597,0.586,0.564,0.543,0.561,0.554,0.588,0.595,0.5730999999999999,0.01716071094098374
rico_tree_add,0.647,0.652,0.65,0.651,0.658,0.646,0.665,0.642,0.669,0.647,0.6527,0.00824681756800768
rico_tree_cat,0.661,0.645,0.645,0.657,0.65,0.657,0.638,0.639,0.663,0.656,0.6511,0.008525843066817506
conv_re_conv_se_add,0.544,0.49,0.563,0.551,0.52,0.468,0.513,0.557,0.533,0.533,0.5272000000000001,0.028683793333518497
conv_re_conv_se_cat,0.546,0.506,0.572,0.553,0.509,0.487,0.522,0.559,0.552,0.533,0.5339000000000002,0.02580871945680375
rico_conv_se_add,0.611,0.599,0.598,0.565,0.585,0.597,0.612,0.605,0.614,0.613,0.5999000000000001,0.014556441872930362
rico_conv_se_cat,0.617,0.598,0.598,0.564,0.597,0.602,0.612,0.605,0.588,0.608,0.5988999999999999,0.014038874598770384
seq2seq_conv_se_add,0.621,0.601,0.583,0.565,0.585,0.595,0.615,0.581,0.59,0.609,0.5945,0.016341664541900267
seq2seq_conv_se_cat,0.617,0.606,0.598,0.564,0.597,0.602,0.612,0.611,0.597,0.608,0.6012,0.01400571312000929
tree_conv_se_add,0.608,0.599,0.597,0.547,0.592,0.601,0.616,0.611,0.573,0.611,0.5954999999999999,0.019931131427994738
tree_conv_se_cat,0.617,0.598,0.598,0.564,0.597,0.602,0.612,0.611,0.597,0.608,0.6003999999999998,0.013937001112147488
rico_conv_re_add,0.487,0.42,0.47,0.483,0.468,0.433,0.485,0.44,0.448,0.46,0.4593999999999999,0.02217295650110738
rico_conv_re_cat,0.49,0.42,0.465,0.481,0.474,0.433,0.456,0.458,0.469,0.493,0.46390000000000003,0.022201126097565412
seq2seq_conv_re_add,0.515,0.42,0.453,0.477,0.469,0.433,0.493,0.463,0.449,0.494,0.46659999999999996,0.027771208111999738
seq2seq_conv_re_cat,0.514,0.42,0.465,0.481,0.47,0.433,0.456,0.464,0.469,0.493,0.4665,0.02567196914924915
tree_conv_re_add,0.489,0.423,0.45,0.468,0.486,0.433,0.478,0.457,0.473,0.474,0.46309999999999996,0.02093059960918463
tree_conv_re_cat,0.514,0.42,0.465,0.471,0.47,0.433,0.456,0.447,0.469,0.494,0.4638999999999999,0.02600173071162764
rico_seq2seq_add_0.1,0.548,0.525,0.521,0.55,0.529,0.532,0.546,0.51,0.547,0.565,0.5372999999999999,0.01572291321606781
rico_seq2seq_add_0.2,0.545,0.532,0.54,0.545,0.544,0.521,0.561,0.524,0.562,0.579,0.5452999999999999,0.017064876208165113
rico_seq2seq_add_0.3,0.55,0.542,0.554,0.545,0.539,0.524,0.555,0.524,0.586,0.557,0.5476000000000001,0.017001176429882716
rico_seq2seq_add_0.4,0.563,0.558,0.546,0.557,0.567,0.531,0.561,0.532,0.586,0.581,0.5582,0.01725572368809837
rico_seq2seq_add_0.5,0.576,0.553,0.589,0.578,0.554,0.564,0.572,0.529,0.586,0.613,0.5714,0.02193718304614335
rico_seq2seq_add_0.6,0.585,0.573,0.6,0.565,0.59,0.573,0.583,0.57,0.594,0.607,0.5840000000000001,0.013122499761859412
rico_seq2seq_add_0.7,0.591,0.587,0.596,0.585,0.562,0.587,0.59,0.573,0.599,0.592,0.5861999999999999,0.01045753316992108
rico_seq2seq_add_0.8,0.582,0.564,0.581,0.564,0.578,0.605,0.567,0.595,0.595,0.596,0.5826999999999999,0.013957435294494485
rico_seq2seq_add_0.9,0.541,0.552,0.523,0.563,0.537,0.549,0.555,0.551,0.539,0.541,0.5451,0.010681292056675533
rico_seq2seq_cat_0.1,0.534,0.536,0.546,0.547,0.541,0.52,0.547,0.513,0.562,0.582,0.5428000000000001,0.018669761648183937
rico_seq2seq_cat_0.2,0.549,0.544,0.542,0.545,0.528,0.524,0.545,0.498,0.568,0.567,0.541,0.019539703170723947
rico_seq2seq_cat_0.3,0.56,0.536,0.545,0.565,0.54,0.533,0.55,0.522,0.573,0.558,0.5481999999999999,0.015098344280085798
rico_seq2seq_cat_0.4,0.535,0.557,0.553,0.552,0.548,0.529,0.553,0.532,0.568,0.58,0.5507,0.015113239229232077
rico_seq2seq_cat_0.5,0.571,0.572,0.597,0.586,0.564,0.543,0.561,0.554,0.588,0.595,0.5730999999999999,0.01716071094098374
rico_seq2seq_cat_0.6,0.598,0.577,0.601,0.573,0.58,0.595,0.597,0.561,0.62,0.607,0.5909000000000001,0.01684903558070906
rico_seq2seq_cat_0.7,0.604,0.595,0.582,0.587,0.591,0.576,0.595,0.596,0.6,0.605,0.5931,0.008836854644046158
rico_seq2seq_cat_0.8,0.593,0.581,0.592,0.58,0.577,0.579,0.561,0.57,0.571,0.595,0.5799,0.010444615837837205
rico_seq2seq_cat_0.9,0.551,0.554,0.566,0.538,0.523,0.533,0.551,0.544,0.529,0.557,0.5446,0.012924395537122803
rico_tree_add_0.1,0.641,0.635,0.635,0.632,0.642,0.634,0.637,0.65,0.647,0.63,0.6383,0.006197580172938473
rico_tree_add_0.2,0.64,0.636,0.634,0.625,0.642,0.641,0.645,0.643,0.638,0.637,0.6381,0.005412023651093929
rico_tree_add_0.3,0.648,0.638,0.632,0.621,0.649,0.647,0.643,0.64,0.645,0.643,0.6406,0.00813879597975033
rico_tree_add_0.4,0.643,0.655,0.648,0.638,0.628,0.653,0.649,0.651,0.657,0.647,0.6469,0.008239538822045813
rico_tree_add_0.5,0.647,0.652,0.65,0.651,0.658,0.646,0.665,0.642,0.669,0.647,0.6527,0.00824681756800768
rico_tree_add_0.6,0.636,0.645,0.646,0.656,0.646,0.639,0.638,0.621,0.652,0.648,0.6427,0.009327915093953212
rico_tree_add_0.7,0.629,0.63,0.631,0.629,0.618,0.626,0.629,0.605,0.634,0.655,0.6286,0.011876026271442828
rico_tree_add_0.8,0.606,0.606,0.597,0.584,0.599,0.6,0.592,0.577,0.577,0.593,0.5931,0.010163168797181328
rico_tree_add_0.9,0.566,0.532,0.569,0.551,0.548,0.544,0.553,0.561,0.533,0.559,0.5516000000000001,0.012068139873236454
rico_tree_cat_0.1,0.644,0.625,0.637,0.641,0.639,0.634,0.63,0.64,0.649,0.625,0.6364,0.007512655988397185
rico_tree_cat_0.2,0.649,0.639,0.636,0.639,0.645,0.643,0.628,0.637,0.647,0.634,0.6397,0.006083584469702058
rico_tree_cat_0.3,0.643,0.643,0.629,0.641,0.642,0.648,0.638,0.649,0.641,0.639,0.6413,0.005273518749374088
rico_tree_cat_0.4,0.643,0.663,0.634,0.646,0.643,0.648,0.635,0.634,0.658,0.64,0.6444000000000001,0.009350935782048776
rico_tree_cat_0.5,0.661,0.645,0.645,0.657,0.65,0.657,0.638,0.639,0.663,0.656,0.6511,0.008525843066817506
rico_tree_cat_0.6,0.633,0.653,0.637,0.642,0.64,0.636,0.658,0.631,0.652,0.651,0.6433000000000001,0.008989438247187648
rico_tree_cat_0.7,0.634,0.629,0.616,0.625,0.628,0.647,0.631,0.618,0.645,0.632,0.6305,0.009500000000000008
rico_tree_cat_0.8,0.601,0.603,0.595,0.601,0.607,0.608,0.606,0.598,0.608,0.592,0.6018999999999999,0.005300000000000004
rico_tree_cat_0.9,0.556,0.546,0.553,0.553,0.541,0.553,0.562,0.545,0.536,0.545,0.549,0.0073484692283495405
conv_re_conv_se_add_0.1,0.612,0.578,0.586,0.565,0.597,0.599,0.607,0.604,0.6,0.618,0.5966,0.015272196960490014
conv_re_conv_se_add_0.2,0.619,0.529,0.598,0.567,0.55,0.55,0.577,0.596,0.593,0.602,0.5781,0.02701277475565957
conv_re_conv_se_add_0.3,0.567,0.525,0.57,0.554,0.542,0.53,0.56,0.6,0.568,0.584,0.5599999999999999,0.022077137495608412
conv_re_conv_se_add_0.4,0.553,0.5,0.55,0.544,0.532,0.478,0.545,0.58,0.525,0.547,0.5354,0.02735031992500271
conv_re_conv_se_add_0.5,0.544,0.49,0.563,0.551,0.52,0.468,0.513,0.557,0.533,0.533,0.5272000000000001,0.028683793333518497
conv_re_conv_se_add_0.6,0.521,0.473,0.544,0.536,0.503,0.469,0.508,0.525,0.519,0.504,0.5102,0.023232735525546725
conv_re_conv_se_add_0.7,0.493,0.469,0.543,0.516,0.476,0.463,0.497,0.527,0.519,0.493,0.49960000000000004,0.024912647390432047
conv_re_conv_se_add_0.8,0.51,0.449,0.502,0.486,0.475,0.438,0.491,0.504,0.472,0.481,0.4808,0.02219369279772972
conv_re_conv_se_add_0.9,0.506,0.408,0.468,0.5,0.486,0.478,0.492,0.483,0.469,0.489,0.4779,0.025990190457170576
conv_re_conv_se_cat_0.1,0.584,0.591,0.604,0.556,0.598,0.604,0.596,0.605,0.581,0.618,0.5936999999999999,0.01624222891108236
conv_re_conv_se_cat_0.2,0.615,0.575,0.607,0.569,0.548,0.569,0.581,0.614,0.592,0.599,0.5869,0.021049703085791967
conv_re_conv_se_cat_0.3,0.58,0.537,0.574,0.544,0.535,0.54,0.57,0.603,0.563,0.574,0.5619999999999999,0.02126029162546927
conv_re_conv_se_cat_0.4,0.562,0.547,0.56,0.537,0.534,0.512,0.556,0.592,0.561,0.548,0.5509000000000001,0.020097014703681734
conv_re_conv_se_cat_0.5,0.546,0.506,0.572,0.553,0.509,0.487,0.522,0.559,0.552,0.533,0.5339000000000002,0.02580871945680375
conv_re_conv_se_cat_0.6,0.537,0.485,0.545,0.547,0.509,0.484,0.507,0.535,0.53,0.52,0.5199,0.021860695322884878
conv_re_conv_se_cat_0.7,0.527,0.469,0.5,0.514,0.484,0.476,0.499,0.519,0.515,0.514,0.5017,0.018633571852975497
conv_re_conv_se_cat_0.8,0.511,0.465,0.5,0.493,0.476,0.478,0.501,0.542,0.484,0.491,0.4941,0.020515603817582374
conv_re_conv_se_cat_0.9,0.511,0.417,0.489,0.48,0.467,0.48,0.491,0.496,0.468,0.497,0.4796,0.02447120757134801
rico_conv_se_add_0.1,0.617,0.598,0.598,0.564,0.611,0.602,0.612,0.605,0.589,0.608,0.6003999999999998,0.014388884598883973
rico_conv_se_cat_0.1,0.617,0.598,0.598,0.564,0.612,0.602,0.612,0.605,0.588,0.608,0.6003999999999999,0.01454785207513468
seq2seq_conv_se_add_0.1,0.617,0.597,0.596,0.566,0.593,0.602,0.612,0.605,0.59,0.608,0.5986,0.013551383693187952
seq2seq_conv_se_cat_0.1,0.617,0.598,0.598,0.564,0.612,0.602,0.612,0.605,0.588,0.608,0.6003999999999999,0.01454785207513468
tree_conv_se_add_0.1,0.617,0.597,0.595,0.566,0.597,0.602,0.616,0.611,0.597,0.615,0.6013,0.014443337564427427
tree_conv_se_cat_0.1,0.617,0.598,0.598,0.564,0.612,0.602,0.612,0.605,0.588,0.608,0.6003999999999999,0.01454785207513468
rico_conv_se_add_0.2,0.588,0.598,0.598,0.564,0.613,0.602,0.612,0.605,0.589,0.608,0.5976999999999999,0.013863982111933076
rico_conv_se_cat_0.2,0.617,0.598,0.598,0.564,0.612,0.602,0.612,0.605,0.588,0.608,0.6003999999999999,0.01454785207513468
seq2seq_conv_se_add_0.2,0.59,0.597,0.605,0.566,0.586,0.592,0.612,0.605,0.59,0.608,0.5951,0.012817566071606586
seq2seq_conv_se_cat_0.2,0.617,0.598,0.598,0.564,0.612,0.602,0.612,0.605,0.588,0.608,0.6003999999999999,0.01454785207513468
tree_conv_se_add_0.2,0.617,0.586,0.595,0.564,0.597,0.602,0.622,0.611,0.597,0.628,0.6019,0.017835077796297963
tree_conv_se_cat_0.2,0.617,0.598,0.598,0.564,0.612,0.602,0.612,0.605,0.588,0.608,0.6003999999999999,0.01454785207513468
rico_conv_se_add_0.3,0.611,0.598,0.598,0.564,0.613,0.602,0.612,0.605,0.614,0.603,0.6019999999999999,0.013899640283115255
rico_conv_se_cat_0.3,0.617,0.598,0.598,0.564,0.612,0.602,0.612,0.605,0.588,0.608,0.6003999999999999,0.01454785207513468
seq2seq_conv_se_add_0.3,0.59,0.599,0.605,0.565,0.586,0.592,0.612,0.605,0.59,0.609,0.5952999999999999,0.01319128500184877
seq2seq_conv_se_cat_0.3,0.617,0.598,0.598,0.564,0.61,0.602,0.612,0.605,0.588,0.608,0.6001999999999998,0.014400000000000013
tree_conv_se_add_0.3,0.618,0.586,0.595,0.566,0.597,0.602,0.622,0.611,0.573,0.621,0.5991,0.01865717020343655
tree_conv_se_cat_0.3,0.617,0.598,0.598,0.564,0.597,0.602,0.612,0.605,0.588,0.608,0.5988999999999999,0.014038874598770384
rico_conv_se_add_0.4,0.611,0.598,0.598,0.564,0.614,0.602,0.612,0.605,0.614,0.61,0.6028,0.01418308852119313
rico_conv_se_cat_0.4,0.617,0.598,0.598,0.564,0.612,0.602,0.612,0.605,0.588,0.608,0.6003999999999999,0.01454785207513468
seq2seq_conv_se_add_0.4,0.618,0.599,0.605,0.565,0.584,0.595,0.615,0.581,0.59,0.609,0.5961000000000001,0.01571909666615739
seq2seq_conv_se_cat_0.4,0.617,0.598,0.598,0.564,0.597,0.602,0.612,0.605,0.588,0.608,0.5988999999999999,0.014038874598770384
tree_conv_se_add_0.4,0.588,0.586,0.595,0.546,0.582,0.601,0.616,0.611,0.573,0.611,0.5909,0.020012246250733567
tree_conv_se_cat_0.4,0.617,0.598,0.598,0.564,0.597,0.602,0.612,0.605,0.589,0.608,0.599,0.013964240043768953
rico_conv_se_add_0.5,0.611,0.599,0.598,0.565,0.585,0.597,0.612,0.605,0.614,0.613,0.5999000000000001,0.014556441872930362
rico_conv_se_cat_0.5,0.617,0.598,0.598,0.564,0.597,0.602,0.612,0.605,0.588,0.608,0.5988999999999999,0.014038874598770384
seq2seq_conv_se_add_0.5,0.621,0.601,0.583,0.565,0.585,0.595,0.615,0.581,0.59,0.609,0.5945,0.016341664541900267
seq2seq_conv_se_cat_0.5,0.617,0.606,0.598,0.564,0.597,0.602,0.612,0.611,0.597,0.608,0.6012,0.01400571312000929
tree_conv_se_add_0.5,0.608,0.599,0.597,0.547,0.592,0.601,0.616,0.611,0.573,0.611,0.5954999999999999,0.019931131427994738
tree_conv_se_cat_0.5,0.617,0.598,0.598,0.564,0.597,0.602,0.612,0.611,0.597,0.608,0.6003999999999998,0.013937001112147488
rico_conv_se_add_0.6,0.611,0.6,0.598,0.547,0.599,0.597,0.621,0.605,0.596,0.613,0.5987,0.018915866356051456
rico_conv_se_cat_0.6,0.617,0.598,0.598,0.564,0.598,0.602,0.612,0.605,0.575,0.608,0.5976999999999999,0.015511608556174967
seq2seq_conv_se_add_0.6,0.59,0.607,0.583,0.55,0.582,0.597,0.615,0.583,0.586,0.612,0.5905,0.017951323071016233
seq2seq_conv_se_cat_0.6,0.617,0.598,0.598,0.564,0.588,0.602,0.612,0.611,0.597,0.608,0.5994999999999998,0.014410065926289177
tree_conv_se_add_0.6,0.588,0.609,0.583,0.557,0.592,0.601,0.616,0.611,0.6,0.61,0.5967,0.016721542991004135
tree_conv_se_cat_0.6,0.617,0.605,0.598,0.564,0.588,0.602,0.612,0.611,0.597,0.613,0.6007,0.014832734070291976
rico_conv_se_add_0.7,0.622,0.599,0.597,0.547,0.599,0.605,0.601,0.568,0.596,0.613,0.5946999999999999,0.020635164162177137
rico_conv_se_cat_0.7,0.617,0.606,0.598,0.564,0.588,0.602,0.612,0.611,0.597,0.608,0.6003,0.014526183256451103
seq2seq_conv_se_add_0.7,0.622,0.61,0.604,0.547,0.581,0.591,0.612,0.584,0.59,0.614,0.5954999999999999,0.02084346420343796
seq2seq_conv_se_cat_0.7,0.613,0.613,0.598,0.566,0.596,0.603,0.607,0.604,0.591,0.611,0.6002,0.013377593206552527
tree_conv_se_add_0.7,0.588,0.589,0.602,0.556,0.579,0.598,0.609,0.606,0.58,0.614,0.5921,0.016549622352186762
tree_conv_se_cat_0.7,0.617,0.613,0.598,0.565,0.613,0.602,0.612,0.611,0.596,0.628,0.6054999999999999,0.016194134740701662
rico_conv_se_add_0.8,0.59,0.61,0.575,0.568,0.593,0.61,0.597,0.596,0.596,0.614,0.5949,0.014053113534018016
rico_conv_se_cat_0.8,0.617,0.602,0.595,0.564,0.588,0.602,0.612,0.611,0.575,0.611,0.5976999999999999,0.01649272566921552
seq2seq_conv_se_add_0.8,0.599,0.594,0.606,0.568,0.603,0.6,0.597,0.61,0.6,0.61,0.5987,0.011393419153177866
seq2seq_conv_se_cat_0.8,0.6,0.595,0.598,0.564,0.598,0.609,0.601,0.604,0.597,0.616,0.5982,0.012882546332150345
tree_conv_se_add_0.8,0.61,0.596,0.586,0.559,0.582,0.601,0.611,0.595,0.597,0.614,0.5951,0.0155849286170967
tree_conv_se_cat_0.8,0.606,0.607,0.595,0.566,0.615,0.605,0.602,0.608,0.598,0.616,0.6017999999999999,0.013459569086713004
rico_conv_se_add_0.9,0.598,0.597,0.598,0.571,0.599,0.598,0.611,0.603,0.595,0.61,0.598,0.010382677881933939
rico_conv_se_cat_0.9,0.591,0.592,0.603,0.574,0.589,0.6,0.597,0.611,0.602,0.606,0.5965,0.009992497185388655
seq2seq_conv_se_add_0.9,0.602,0.609,0.606,0.564,0.606,0.605,0.605,0.588,0.6,0.613,0.5997999999999999,0.01347442021016119
seq2seq_conv_se_cat_0.9,0.603,0.594,0.615,0.567,0.61,0.618,0.603,0.582,0.569,0.625,0.5986,0.019189580506097592
tree_conv_se_add_0.9,0.623,0.588,0.596,0.568,0.604,0.615,0.629,0.594,0.594,0.606,0.6017000000000001,0.01695317079486904
tree_conv_se_cat_0.9,0.614,0.614,0.593,0.551,0.624,0.612,0.598,0.61,0.61,0.626,0.6052000000000002,0.020424495097798614
rico_conv_re_add_0.1,0.514,0.42,0.465,0.481,0.474,0.433,0.454,0.447,0.469,0.493,0.465,0.026517918470347557
rico_conv_re_cat_0.1,0.49,0.42,0.465,0.481,0.474,0.433,0.456,0.458,0.469,0.493,0.46390000000000003,0.022201126097565412
seq2seq_conv_re_add_0.1,0.514,0.42,0.46,0.481,0.474,0.433,0.456,0.447,0.469,0.493,0.4647,0.026487921775783015
seq2seq_conv_re_cat_0.1,0.49,0.42,0.465,0.481,0.474,0.433,0.456,0.458,0.469,0.493,0.46390000000000003,0.022201126097565412
tree_conv_re_add_0.1,0.49,0.42,0.465,0.481,0.474,0.433,0.456,0.465,0.469,0.493,0.4646,0.0221142488002645
tree_conv_re_cat_0.1,0.49,0.42,0.465,0.481,0.474,0.433,0.456,0.458,0.469,0.493,0.46390000000000003,0.022201126097565412
rico_conv_re_add_0.2,0.49,0.42,0.465,0.481,0.474,0.433,0.454,0.447,0.45,0.493,0.4607,0.02297846818219178
rico_conv_re_cat_0.2,0.49,0.42,0.465,0.481,0.474,0.433,0.456,0.458,0.469,0.493,0.46390000000000003,0.022201126097565412
seq2seq_conv_re_add_0.2,0.515,0.42,0.472,0.491,0.474,0.433,0.456,0.442,0.469,0.493,0.4665,0.027825348155953056
seq2seq_conv_re_cat_0.2,0.49,0.42,0.465,0.481,0.474,0.433,0.456,0.458,0.469,0.493,0.46390000000000003,0.022201126097565412
tree_conv_re_add_0.2,0.489,0.42,0.454,0.483,0.475,0.433,0.454,0.45,0.469,0.493,0.4620000000000001,0.02286044618987127
tree_conv_re_cat_0.2,0.49,0.42,0.465,0.481,0.474,0.433,0.456,0.458,0.469,0.493,0.46390000000000003,0.022201126097565412
rico_conv_re_add_0.3,0.49,0.42,0.454,0.481,0.468,0.433,0.454,0.442,0.45,0.46,0.45519999999999994,0.019998999974998752
rico_conv_re_cat_0.3,0.49,0.42,0.465,0.481,0.474,0.433,0.456,0.458,0.469,0.493,0.46390000000000003,0.022201126097565412
seq2seq_conv_re_add_0.3,0.515,0.42,0.472,0.491,0.476,0.433,0.454,0.458,0.469,0.502,0.46900000000000003,0.02791057147390573
seq2seq_conv_re_cat_0.3,0.49,0.42,0.465,0.481,0.474,0.433,0.456,0.458,0.469,0.493,0.46390000000000003,0.022201126097565412
tree_conv_re_add_0.3,0.489,0.44,0.454,0.481,0.475,0.433,0.454,0.457,0.446,0.493,0.4622,0.0198836616346185
tree_conv_re_cat_0.3,0.49,0.42,0.465,0.481,0.474,0.433,0.456,0.458,0.469,0.493,0.46390000000000003,0.022201126097565412
rico_conv_re_add_0.4,0.49,0.42,0.47,0.481,0.468,0.433,0.484,0.442,0.448,0.494,0.46299999999999997,0.024380319932273242
rico_conv_re_cat_0.4,0.49,0.42,0.465,0.481,0.474,0.433,0.456,0.458,0.469,0.493,0.46390000000000003,0.022201126097565412
seq2seq_conv_re_add_0.4,0.515,0.419,0.462,0.491,0.476,0.433,0.454,0.458,0.469,0.502,0.46790000000000004,0.02813698633471609
seq2seq_conv_re_cat_0.4,0.514,0.42,0.465,0.481,0.474,0.433,0.456,0.458,0.469,0.493,0.46630000000000005,0.025884551377221128
tree_conv_re_add_0.4,0.489,0.42,0.456,0.494,0.475,0.433,0.484,0.456,0.472,0.493,0.46720000000000006,0.024235511135521772
tree_conv_re_cat_0.4,0.49,0.42,0.465,0.481,0.474,0.433,0.456,0.459,0.469,0.493,0.4640000000000001,0.022176564206386883
rico_conv_re_add_0.5,0.487,0.42,0.47,0.483,0.468,0.433,0.485,0.44,0.448,0.46,0.4593999999999999,0.02217295650110738
rico_conv_re_cat_0.5,0.49,0.42,0.465,0.481,0.474,0.433,0.456,0.458,0.469,0.493,0.46390000000000003,0.022201126097565412
seq2seq_conv_re_add_0.5,0.515,0.42,0.453,0.477,0.469,0.433,0.493,0.463,0.449,0.494,0.46659999999999996,0.027771208111999738
seq2seq_conv_re_cat_0.5,0.514,0.42,0.465,0.481,0.47,0.433,0.456,0.464,0.469,0.493,0.4665,0.02567196914924915
tree_conv_re_add_0.5,0.489,0.423,0.45,0.468,0.486,0.433,0.478,0.457,0.473,0.474,0.46309999999999996,0.02093059960918463
tree_conv_re_cat_0.5,0.514,0.42,0.465,0.471,0.47,0.433,0.456,0.447,0.469,0.494,0.4638999999999999,0.02600173071162764
rico_conv_re_add_0.6,0.502,0.42,0.454,0.483,0.467,0.433,0.481,0.468,0.448,0.46,0.46159999999999995,0.023087659041141437
rico_conv_re_cat_0.6,0.49,0.42,0.465,0.481,0.474,0.433,0.456,0.458,0.469,0.493,0.46390000000000003,0.022201126097565412
seq2seq_conv_re_add_0.6,0.503,0.42,0.453,0.475,0.474,0.433,0.496,0.474,0.45,0.493,0.4671,0.02612450956477461
seq2seq_conv_re_cat_0.6,0.514,0.42,0.483,0.481,0.47,0.433,0.456,0.462,0.469,0.494,0.46819999999999995,0.026267089675104854
tree_conv_re_add_0.6,0.486,0.44,0.457,0.48,0.487,0.433,0.477,0.478,0.463,0.476,0.46769999999999995,0.017966914036639674
tree_conv_re_cat_0.6,0.514,0.42,0.454,0.481,0.47,0.433,0.456,0.454,0.469,0.494,0.46449999999999997,0.026284025566872364
rico_conv_re_add_0.7,0.501,0.414,0.456,0.484,0.464,0.433,0.481,0.455,0.449,0.474,0.46109999999999995,0.0243
rico_conv_re_cat_0.7,0.49,0.42,0.454,0.481,0.47,0.433,0.456,0.454,0.469,0.493,0.462,0.022333830840229805
seq2seq_conv_re_add_0.7,0.503,0.417,0.476,0.464,0.465,0.441,0.463,0.465,0.459,0.476,0.4629,0.021360945671950016
seq2seq_conv_re_cat_0.7,0.486,0.449,0.463,0.471,0.47,0.433,0.456,0.444,0.471,0.474,0.4617,0.015218738449687597
tree_conv_re_add_0.7,0.486,0.4,0.451,0.484,0.489,0.433,0.483,0.466,0.455,0.476,0.46230000000000004,0.027011293934204622
tree_conv_re_cat_0.7,0.514,0.42,0.448,0.475,0.47,0.433,0.497,0.452,0.471,0.502,0.46819999999999995,0.028912972866863763
rico_conv_re_add_0.8,0.494,0.439,0.461,0.483,0.473,0.45,0.488,0.445,0.466,0.48,0.46790000000000004,0.017935718552653523
rico_conv_re_cat_0.8,0.486,0.42,0.472,0.476,0.469,0.433,0.472,0.453,0.448,0.474,0.4603,0.02004519892642624
seq2seq_conv_re_add_0.8,0.509,0.439,0.483,0.479,0.462,0.469,0.463,0.472,0.456,0.494,0.4726,0.018853116453255145
seq2seq_conv_re_cat_0.8,0.487,0.448,0.456,0.491,0.483,0.447,0.456,0.453,0.477,0.488,0.4686,0.01716508083290025
tree_conv_re_add_0.8,0.509,0.423,0.474,0.482,0.477,0.44,0.478,0.47,0.45,0.489,0.46919999999999995,0.02378570999570961
tree_conv_re_cat_0.8,0.49,0.415,0.461,0.483,0.469,0.447,0.497,0.456,0.451,0.491,0.4659999999999999,0.0240249869927124
rico_conv_re_add_0.9,0.507,0.441,0.46,0.475,0.466,0.445,0.477,0.464,0.436,0.481,0.4652,0.02026721490486544
rico_conv_re_cat_0.9,0.48,0.421,0.483,0.48,0.469,0.48,0.481,0.466,0.46,0.499,0.47189999999999993,0.019781051539288802
seq2seq_conv_re_add_0.9,0.491,0.432,0.478,0.484,0.467,0.479,0.464,0.449,0.466,0.485,0.46950000000000003,0.017177019531921123
seq2seq_conv_re_cat_0.9,0.502,0.412,0.473,0.489,0.479,0.47,0.461,0.477,0.447,0.483,0.46929999999999994,0.023795167576632026
tree_conv_re_add_0.9,0.488,0.455,0.482,0.48,0.465,0.481,0.493,0.476,0.447,0.477,0.4744,0.013741906709041497
tree_conv_re_cat_0.9,0.486,0.423,0.475,0.502,0.484,0.48,0.455,0.459,0.437,0.474,0.4675000000000001,0.022800219297190977
